task,retriever,pool_size,actual_pool_size,repeat,gold_count,top1_accuracy,hit@3,hit@5,hit@10,recall@3,recall@5,recall@10,mrr@10,ndcg@10,first_gold_rank@10
threejs-to-obj,bm25_lsa_rerank,10000,10000,0,2,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.6509209298071326,2
travel-planning,bm25_lsa_rerank,10000,10000,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
trend-anomaly-causal-inference,bm25_lsa_rerank,10000,10000,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
video-filler-word-remover,bm25_lsa_rerank,10000,10000,0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.14285714285714285,0.15642624200758548,7
video-silence-remover,bm25_lsa_rerank,10000,10000,0,7,0.0,0.0,1.0,1.0,0.0,0.14285714285714285,0.14285714285714285,0.25,0.11838279295536293,4
video-tutorial-indexer,bm25_lsa_rerank,10000,10000,0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
virtualhome-agent-planning,bm25_lsa_rerank,10000,10000,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
weighted-gdp-calc,bm25_lsa_rerank,10000,10000,0,1,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.2,0.38685280723454163,5
xlsx-recover-data,bm25_lsa_rerank,10000,10000,0,2,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.38685280723454163,2
3d-scan-calc,bm25_lsa_rerank,10000,10000,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
adaptive-cruise-control,bm25_lsa_rerank,10000,10000,1,5,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.14285714285714285,0.11305340175787204,7
azure-bgp-oscillation-route-leak,bm25_lsa_rerank,10000,10000,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
citation-check,bm25_lsa_rerank,10000,10000,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
civ6-adjacency-optimizer,bm25_lsa_rerank,10000,10000,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
court-form-filling,bm25_lsa_rerank,10000,10000,1,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.14285714285714285,0.3333333333333333,7
crystallographic-wyckoff-position-analysis,bm25_lsa_rerank,10000,10000,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
dapt-intrusion-detection,bm25_lsa_rerank,10000,10000,1,2,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.1111111111111111,0.18457569677956817,9
data-to-d3,bm25_lsa_rerank,10000,10000,1,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,2
dialogue-parser,bm25_lsa_rerank,10000,10000,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
dynamic-object-aware-egomotion,bm25_lsa_rerank,10000,10000,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
earthquake-phase-association,bm25_lsa_rerank,10000,10000,1,4,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
earthquake-plate-calculation,bm25_lsa_rerank,10000,10000,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
econ-detrending-correlation,bm25_lsa_rerank,10000,10000,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
energy-ac-optimal-power-flow,bm25_lsa_rerank,10000,10000,1,3,0.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.1111111111111111,0.14126697285982898,9
energy-market-pricing,bm25_lsa_rerank,10000,10000,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
enterprise-information-search,bm25_lsa_rerank,10000,10000,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
exceltable-in-ppt,bm25_lsa_rerank,10000,10000,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
exoplanet-detection-period,bm25_lsa_rerank,10000,10000,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
financial-modeling-qa,bm25_lsa_rerank,10000,10000,1,2,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.16666666666666666,0.21840743681816419,6
find-topk-similiar-chemicals,bm25_lsa_rerank,10000,10000,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
fix-build-agentops,bm25_lsa_rerank,10000,10000,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
fix-build-google-auto,bm25_lsa_rerank,10000,10000,1,3,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644,1
fix-druid-loophole-cve,bm25_lsa_rerank,10000,10000,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
fix-erlang-ssh-cve,bm25_lsa_rerank,10000,10000,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
fix-visual-stability,bm25_lsa_rerank,10000,10000,1,3,0.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.23463936301137822,3
flink-query,bm25_lsa_rerank,10000,10000,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
flood-risk-analysis,bm25_lsa_rerank,10000,10000,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
gh-repo-analytics,bm25_lsa_rerank,10000,10000,1,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.14285714285714285,0.3333333333333333,7
glm-lake-mendota,bm25_lsa_rerank,10000,10000,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
gravitational-wave-detection,bm25_lsa_rerank,10000,10000,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
grid-dispatch-operator,bm25_lsa_rerank,10000,10000,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
hvac-control,bm25_lsa_rerank,10000,10000,1,5,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.125,0.10699313236726378,8
invoice-fraud-detection,bm25_lsa_rerank,10000,10000,1,3,0.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.14285714285714285,0.15642624200758548,7
jax-computing-basics,bm25_lsa_rerank,10000,10000,1,1,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.2,0.38685280723454163,5
jpg-ocr-stat,bm25_lsa_rerank,10000,10000,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
lab-unit-harmonization,bm25_lsa_rerank,10000,10000,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
lake-warming-attribution,bm25_lsa_rerank,10000,10000,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
latex-formula-extraction,bm25_lsa_rerank,10000,10000,1,2,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.1111111111111111,0.18457569677956817,9
lean4-proof,bm25_lsa_rerank,10000,10000,1,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9197207891481876,1
manufacturing-codebook-normalization,bm25_lsa_rerank,10000,10000,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
manufacturing-equipment-maintenance,bm25_lsa_rerank,10000,10000,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
manufacturing-fjsp-optimization,bm25_lsa_rerank,10000,10000,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
mario-coin-counting,bm25_lsa_rerank,10000,10000,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
mars-clouds-clustering,bm25_lsa_rerank,10000,10000,1,3,0.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.125,0.1480409554829326,8
mhc-layer-impl,bm25_lsa_rerank,10000,10000,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
multilingual-video-dubbing,bm25_lsa_rerank,10000,10000,1,6,0.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.14285714285714285,0.19195987438972922,7
offer-letter-generator,bm25_lsa_rerank,10000,10000,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
organize-messy-files,bm25_lsa_rerank,10000,10000,1,5,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.1,0.09803928583135704,10
paper-anonymizer,bm25_lsa_rerank,10000,10000,1,2,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.16666666666666666,0.21840743681816419,6
parallel-tfidf-search,bm25_lsa_rerank,10000,10000,1,3,0.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5,0.2960819109658652,2
pddl-tpp-planning,bm25_lsa_rerank,10000,10000,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
pdf-excel-diff,bm25_lsa_rerank,10000,10000,1,2,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.14285714285714285,0.20438239758848611,7
pedestrian-traffic-counting,bm25_lsa_rerank,10000,10000,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
pg-essay-to-audiobook,bm25_lsa_rerank,10000,10000,1,4,0.0,1.0,1.0,1.0,0.25,0.25,0.5,0.5,0.35914753008966527,2
powerlifting-coef-calc,bm25_lsa_rerank,10000,10000,1,3,0.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.23463936301137822,3
pptx-reference-formatting,bm25_lsa_rerank,10000,10000,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
protein-expression-analysis,bm25_lsa_rerank,10000,10000,1,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.16666666666666666,0.3562071871080222,6
python-scala-translation,bm25_lsa_rerank,10000,10000,1,6,0.0,1.0,1.0,1.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.15130120674940675,3
quantum-numerical-simulation,bm25_lsa_rerank,10000,10000,1,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.16666666666666666,0.3562071871080222,6
r2r-mpc-control,bm25_lsa_rerank,10000,10000,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
react-performance-debugging,bm25_lsa_rerank,10000,10000,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
reserves-at-risk-calc,bm25_lsa_rerank,10000,10000,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
sales-pivot-analysis,bm25_lsa_rerank,10000,10000,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
scheduling-email-assistant,bm25_lsa_rerank,10000,10000,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
sec-financial-report,bm25_lsa_rerank,10000,10000,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
seismic-phase-picking,bm25_lsa_rerank,10000,10000,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
setup-fuzzing-py,bm25_lsa_rerank,10000,10000,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
shock-analysis-demand,bm25_lsa_rerank,10000,10000,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
shock-analysis-supply,bm25_lsa_rerank,10000,10000,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
simpo-code-reproduction,bm25_lsa_rerank,10000,10000,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
software-dependency-audit,bm25_lsa_rerank,10000,10000,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
speaker-diarization-subtitles,bm25_lsa_rerank,10000,10000,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
spring-boot-jakarta-migration,bm25_lsa_rerank,10000,10000,1,5,1.0,1.0,1.0,1.0,0.2,0.2,0.4,1.0,0.4599715079731103,1
suricata-custom-exfil,bm25_lsa_rerank,10000,10000,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
syzkaller-ppdev-syzlang,bm25_lsa_rerank,10000,10000,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
taxonomy-tree-merge,bm25_lsa_rerank,10000,10000,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
threejs-structure-parser,bm25_lsa_rerank,10000,10000,1,2,0.0,0.0,1.0,1.0,0.0,0.5,1.0,0.25,0.48247555939075504,4
threejs-to-obj,bm25_lsa_rerank,10000,10000,1,2,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.6240505200038379,2
travel-planning,bm25_lsa_rerank,10000,10000,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
trend-anomaly-causal-inference,bm25_lsa_rerank,10000,10000,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
video-filler-word-remover,bm25_lsa_rerank,10000,10000,1,3,0.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.125,0.1480409554829326,8
video-silence-remover,bm25_lsa_rerank,10000,10000,1,7,1.0,1.0,1.0,1.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,1.0,0.27487633291429087,1
video-tutorial-indexer,bm25_lsa_rerank,10000,10000,1,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,2
virtualhome-agent-planning,bm25_lsa_rerank,10000,10000,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
weighted-gdp-calc,bm25_lsa_rerank,10000,10000,1,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.125,0.31546487678572877,8
xlsx-recover-data,bm25_lsa_rerank,10000,10000,1,2,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.38685280723454163,2
3d-scan-calc,bm25_lsa_rerank,10000,10000,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
adaptive-cruise-control,bm25_lsa_rerank,10000,10000,2,5,0.0,0.0,1.0,1.0,0.0,0.2,0.2,0.2,0.13120507751234178,5
azure-bgp-oscillation-route-leak,bm25_lsa_rerank,10000,10000,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
citation-check,bm25_lsa_rerank,10000,10000,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
civ6-adjacency-optimizer,bm25_lsa_rerank,10000,10000,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
court-form-filling,bm25_lsa_rerank,10000,10000,2,1,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.25,0.43067655807339306,4
crystallographic-wyckoff-position-analysis,bm25_lsa_rerank,10000,10000,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
dapt-intrusion-detection,bm25_lsa_rerank,10000,10000,2,2,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.14285714285714285,0.20438239758848611,7
data-to-d3,bm25_lsa_rerank,10000,10000,2,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,3
dialogue-parser,bm25_lsa_rerank,10000,10000,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
dynamic-object-aware-egomotion,bm25_lsa_rerank,10000,10000,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
earthquake-phase-association,bm25_lsa_rerank,10000,10000,2,4,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
earthquake-plate-calculation,bm25_lsa_rerank,10000,10000,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
econ-detrending-correlation,bm25_lsa_rerank,10000,10000,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
energy-ac-optimal-power-flow,bm25_lsa_rerank,10000,10000,2,3,0.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.125,0.1480409554829326,8
energy-market-pricing,bm25_lsa_rerank,10000,10000,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
enterprise-information-search,bm25_lsa_rerank,10000,10000,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
exceltable-in-ppt,bm25_lsa_rerank,10000,10000,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
exoplanet-detection-period,bm25_lsa_rerank,10000,10000,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
financial-modeling-qa,bm25_lsa_rerank,10000,10000,2,2,0.0,0.0,1.0,1.0,0.0,0.5,0.5,0.25,0.2640681225725909,4
find-topk-similiar-chemicals,bm25_lsa_rerank,10000,10000,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
fix-build-agentops,bm25_lsa_rerank,10000,10000,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
fix-build-google-auto,bm25_lsa_rerank,10000,10000,2,3,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644,1
fix-druid-loophole-cve,bm25_lsa_rerank,10000,10000,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
fix-erlang-ssh-cve,bm25_lsa_rerank,10000,10000,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
fix-visual-stability,bm25_lsa_rerank,10000,10000,2,3,0.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.14285714285714285,0.15642624200758548,7
flink-query,bm25_lsa_rerank,10000,10000,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
flood-risk-analysis,bm25_lsa_rerank,10000,10000,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
gh-repo-analytics,bm25_lsa_rerank,10000,10000,2,1,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.25,0.43067655807339306,4
glm-lake-mendota,bm25_lsa_rerank,10000,10000,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
gravitational-wave-detection,bm25_lsa_rerank,10000,10000,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
grid-dispatch-operator,bm25_lsa_rerank,10000,10000,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
hvac-control,bm25_lsa_rerank,10000,10000,2,5,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.125,0.10699313236726378,8
invoice-fraud-detection,bm25_lsa_rerank,10000,10000,2,3,0.0,0.0,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.2,0.18154179253735267,5
jax-computing-basics,bm25_lsa_rerank,10000,10000,2,1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.16666666666666666,0.3562071871080222,6
jpg-ocr-stat,bm25_lsa_rerank,10000,10000,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
lab-unit-harmonization,bm25_lsa_rerank,10000,10000,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
lake-warming-attribution,bm25_lsa_rerank,10000,10000,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
latex-formula-extraction,bm25_lsa_rerank,10000,10000,2,2,0.0,0.0,1.0,1.0,0.0,0.5,0.5,0.2,0.23719771276929622,5
lean4-proof,bm25_lsa_rerank,10000,10000,2,2,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.6240505200038379,2
manufacturing-codebook-normalization,bm25_lsa_rerank,10000,10000,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
manufacturing-equipment-maintenance,bm25_lsa_rerank,10000,10000,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
manufacturing-fjsp-optimization,bm25_lsa_rerank,10000,10000,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
mario-coin-counting,bm25_lsa_rerank,10000,10000,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
mars-clouds-clustering,bm25_lsa_rerank,10000,10000,2,3,0.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.14285714285714285,0.15642624200758548,7
mhc-layer-impl,bm25_lsa_rerank,10000,10000,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
multilingual-video-dubbing,bm25_lsa_rerank,10000,10000,2,6,0.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.20324958761397832,6
offer-letter-generator,bm25_lsa_rerank,10000,10000,2,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
organize-messy-files,bm25_lsa_rerank,10000,10000,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
paper-anonymizer,bm25_lsa_rerank,10000,10000,2,2,0.0,0.0,1.0,1.0,0.0,0.5,1.0,0.25,0.448643819352159,4
parallel-tfidf-search,bm25_lsa_rerank,10000,10000,2,3,0.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.23463936301137822,3
pddl-tpp-planning,bm25_lsa_rerank,10000,10000,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
pdf-excel-diff,bm25_lsa_rerank,10000,10000,2,2,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.125,0.19342640361727081,8
pedestrian-traffic-counting,bm25_lsa_rerank,10000,10000,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
pg-essay-to-audiobook,bm25_lsa_rerank,10000,10000,2,4,1.0,1.0,1.0,1.0,0.25,0.25,0.25,1.0,0.3903800499921017,1
powerlifting-coef-calc,bm25_lsa_rerank,10000,10000,2,3,0.0,0.0,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.25,0.20210734650054757,4
pptx-reference-formatting,bm25_lsa_rerank,10000,10000,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
protein-expression-analysis,bm25_lsa_rerank,10000,10000,2,1,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.25,0.43067655807339306,4
python-scala-translation,bm25_lsa_rerank,10000,10000,2,6,0.0,1.0,1.0,1.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.15130120674940675,3
quantum-numerical-simulation,bm25_lsa_rerank,10000,10000,2,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,2
r2r-mpc-control,bm25_lsa_rerank,10000,10000,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
react-performance-debugging,bm25_lsa_rerank,10000,10000,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
reserves-at-risk-calc,bm25_lsa_rerank,10000,10000,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
sales-pivot-analysis,bm25_lsa_rerank,10000,10000,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
scheduling-email-assistant,bm25_lsa_rerank,10000,10000,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
sec-financial-report,bm25_lsa_rerank,10000,10000,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
seismic-phase-picking,bm25_lsa_rerank,10000,10000,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
setup-fuzzing-py,bm25_lsa_rerank,10000,10000,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
shock-analysis-demand,bm25_lsa_rerank,10000,10000,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
shock-analysis-supply,bm25_lsa_rerank,10000,10000,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
simpo-code-reproduction,bm25_lsa_rerank,10000,10000,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
software-dependency-audit,bm25_lsa_rerank,10000,10000,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
speaker-diarization-subtitles,bm25_lsa_rerank,10000,10000,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
spring-boot-jakarta-migration,bm25_lsa_rerank,10000,10000,2,5,1.0,1.0,1.0,1.0,0.2,0.2,0.4,1.0,0.4599715079731103,1
suricata-custom-exfil,bm25_lsa_rerank,10000,10000,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
syzkaller-ppdev-syzlang,bm25_lsa_rerank,10000,10000,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
taxonomy-tree-merge,bm25_lsa_rerank,10000,10000,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
threejs-structure-parser,bm25_lsa_rerank,10000,10000,2,2,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.3333333333333333,0.5437713091520254,3
threejs-to-obj,bm25_lsa_rerank,10000,10000,2,2,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.6509209298071326,2
travel-planning,bm25_lsa_rerank,10000,10000,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
trend-anomaly-causal-inference,bm25_lsa_rerank,10000,10000,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
video-filler-word-remover,bm25_lsa_rerank,10000,10000,2,3,0.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.14285714285714285,0.15642624200758548,7
video-silence-remover,bm25_lsa_rerank,10000,10000,2,7,0.0,1.0,1.0,1.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.3333333333333333,0.13743816645714543,3
video-tutorial-indexer,bm25_lsa_rerank,10000,10000,2,1,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,2
virtualhome-agent-planning,bm25_lsa_rerank,10000,10000,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
weighted-gdp-calc,bm25_lsa_rerank,10000,10000,2,1,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.25,0.43067655807339306,4
xlsx-recover-data,bm25_lsa_rerank,10000,10000,2,2,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.38685280723454163,2
3d-scan-calc,bm25_lsa_rerank,10000,10000,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
adaptive-cruise-control,bm25_lsa_rerank,10000,10000,3,5,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.14285714285714285,0.11305340175787204,7
azure-bgp-oscillation-route-leak,bm25_lsa_rerank,10000,10000,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
