skill_id,name,owner,description,is_gold_union,artifact_roles
tech-leads-club--component-identification-sizing,component-identification-sizing,tech-leads-club,"Maps architectural components in a codebase and measures their size to identify what should be extracted first. Use when asking ""how big is each module?"", ""what components do I have?"", ""which service is too large?"", ""analyze codebase structure"", ""size my monolith"", or planning where to start decomposing. Do NOT use for runtime performance sizing or infrastructure capacity planning.",0,{}
tech-leads-club--coupling-analysis,coupling-analysis,tech-leads-club,"Analyzes coupling between modules using the three-dimensional model (strength, distance, volatility) from ""Balancing Coupling in Software Design"". Use when asking ""are these modules too coupled?"", ""show me dependencies"", ""analyze integration quality"", ""which modules should I decouple?"", ""coupling report"", or evaluating architectural health. Do NOT use for domain boundary analysis (use domain-analysis) or component sizing (use component-identification-sizing).",0,{}
tech-leads-club--legacy-migration-planner,legacy-migration-planner,tech-leads-club,"Use when planning legacy system migrations, codebase modernization, monolith decomposition, microservices consolidation, cross-language rewrites, or framework upgrades. Invoke for strangler fig pattern, incremental migration strategy, or refactoring roadmaps. Do NOT use for domain analysis (use domain-analysis), component sizing (use component-identification-sizing), or step-by-step decomposition plans (use decomposition-planning-roadmap).",0,{}
tech-leads-club--react-best-practices,react-best-practices,tech-leads-club,"React and Next.js performance optimization guidelines from Vercel Engineering. Use when writing, reviewing, or refactoring React/Next.js code to ensure optimal performance patterns. Triggers on tasks involving React components, Next.js pages, data fetching, bundle optimization, or performance improvements. Do NOT use for component API architecture or composition patterns (use react-composition-patterns instead).",0,{}
tech-leads-club--react-composition-patterns,react-composition-patterns,tech-leads-club,"React composition patterns that scale. Use when refactoring components with boolean prop proliferation, building flexible component libraries, or designing reusable APIs. Triggers on tasks involving compound components, render props, context providers, or component architecture. Includes React 19 API changes. Do NOT use for React/Next.js performance optimization (use react-best-practices instead).",0,{}
tech-leads-club--security-ownership-map,security-ownership-map,tech-leads-club,"Analyze git repositories to build a security ownership topology (people-to-file), compute bus factor and sensitive-code ownership, and export CSV/JSON for graph databases and visualization. Use when the user explicitly wants a security-oriented ownership or bus-factor analysis grounded in git history (for example: orphaned sensitive code, security maintainers, CODEOWNERS reality checks for risk, sensitive hotspots, or ownership clusters). Do NOT use for general maintainer lists, non-security ownership questions, or threat modeling (use security-threat-model).",0,"{""csv"": ""both"", ""database"": ""both"", ""graph"": ""both"", ""json"": ""both""}"
tech-leads-club--security-threat-model,security-threat-model,tech-leads-club,"Repository-grounded threat modeling that enumerates trust boundaries, assets, attacker capabilities, abuse paths, and mitigations, and writes a concise Markdown threat model. Use when the user asks to threat model a codebase or path, enumerate threats or abuse paths, or perform AppSec threat modeling. Do NOT use for general architecture summaries, code review, security best practices (use security-best-practices), or non-security design work.",0,"{""text"": ""produce""}"
tech-shrimp--srt-markdown,srt-markdown,tech-shrimp,把srt字幕文件转换成markdown笔记,0,"{""text"": ""mention""}"
tencentblueking--agent-module-architecture,agent-module-architecture,tencentblueking,Agent 构建机模块架构指南（Go 语言），涵盖 Agent 启动流程、心跳机制、任务领取执行、升级更新、与 Dispatch 交互。当用户开发 Agent 功能、修改心跳逻辑、处理任务执行或实现 Agent 升级时使用。,0,{}
tencentblueking--backend-microservice-development,backend-microservice-development,tencentblueking,后端微服务开发规范，涵盖目录结构、分层架构（API/Service/DAO）、依赖注入、配置管理、Spring Boot 最佳实践。当用户进行后端开发、创建新微服务、编写 Kotlin/Java 代码或设计服务架构时使用。,0,{}
tencentblueking--dispatch-module-architecture,dispatch-module-architecture,tencentblueking,Dispatch 构建调度模块架构指南，涵盖构建机调度策略、资源分配、队列管理、Docker/K8s 调度、Agent 选择。当用户开发调度功能、配置调度策略、处理资源分配或实现新调度类型时使用。,0,{}
tencentblueking--permission-model-change-guide,permission-model-change-guide,tencentblueking,IAM RBAC 权限模型变更规则，涵盖资源类型定义、操作权限配置、权限迁移脚本、IAM 回调实现。当用户修改权限模型、添加新资源类型、配置操作权限或编写权限迁移脚本时使用。,0,{}
tencentblueking--pipeline-model-architecture,pipeline-model-architecture,tencentblueking,BK-CI 流水线核心模型（Model）架构详解，涵盖 Pipeline/Stage/Container/Task 四层结构、模型序列化、版本管理、模型校验。当用户理解流水线数据结构、开发流水线功能、处理模型转换或进行模型扩展时使用。,0,{}
tencentblueking--yaml-pipeline-transfer,yaml-pipeline-transfer,tencentblueking,YAML 流水线转换指南，涵盖 YAML 与 Model 双向转换、PAC（Pipeline as Code）实现、模板引用、触发器配置。当用户需要解析 YAML 流水线、实现 PAC 模式、处理流水线模板或进行 YAML 语法校验时使用。,0,"{""yaml"": ""mention""}"
tenequm--cloudflare-workers,cloudflare-workers,tenequm,"Rapid development with Cloudflare Workers - build and deploy serverless applications on Cloudflare's global network. Use when building APIs, full-stack web apps, edge functions, background jobs, or real-time applications. Triggers on phrases like ""cloudflare workers"", ""wrangler"", ""edge computing"", ""serverless cloudflare"", ""workers bindings"", or files like wrangler.toml, worker.ts, worker.js.",0,{}
tenequm--foundry-solidity,foundry-solidity,tenequm,"Build and test Solidity smart contracts with Foundry toolkit. Use when developing Ethereum contracts, writing Forge tests, deploying with scripts, or debugging with Cast/Anvil. Triggers on Foundry commands (forge, cast, anvil), Solidity testing, smart contract development, or files like foundry.toml, *.t.sol, *.s.sol.",0,{}
tenequm--gh-cli,gh-cli,tenequm,"GitHub CLI for remote repository analysis, file fetching, codebase comparison, and discovering trending code/repos. Use when analyzing repos without cloning, comparing codebases, or searching for popular GitHub projects.",0,{}
tenequm--solana-compression,solana-compression,tenequm,"Build with ZK Compression on Solana using Light Protocol. Use when creating compressed tokens, compressed PDAs, or integrating ZK compression into Solana programs. Covers compressed account model, state trees, validity proofs, and client integration with Helius/Photon RPC.",0,{}
tenequm--solana-development,solana-development,tenequm,"Build Solana programs with Anchor framework or native Rust. Use when developing Solana smart contracts, implementing token operations, testing programs, deploying to networks, or working with Solana development. Covers both high-level Anchor framework (recommended) and low-level native Rust for advanced use cases.",0,{}
tercel--port,port,tercel,"Port a documentation-driven project to a new target language — initializes project skeleton, analyzes reference implementation, and batch-generates plans for selected features.",0,"{""text"": ""both""}"
termix-official--macro-calendar,macro-calendar,termix-official,"Track macroeconomic events, Fed rates, CPI, and economic indicators affecting crypto.",0,{}
terraphim--disciplined-specification,disciplined-specification,terraphim,"Phase 2.5 of disciplined development. Deep specification interview after design.
Reads specifications, conducts thorough user interviews about implementation details,
edge cases, and tradeoffs using AskUserQuestionTool. Appends refined findings to
the design document. Uses convergence-based completion.",0,"{""text"": ""consume""}"
terraphim--rust-performance,rust-performance,terraphim,"High-performance Rust optimization. Profiling, benchmarking, SIMD, memory
optimization, and zero-copy techniques. Focuses on measurable improvements
with evidence-based optimization.",0,{}
terrylica--audit-now,audit-now,terrylica,"Force immediate validation round. TRIGGERS - ru audit, force validation, audit now, run audit.",0,{}
terrylica--backtesting-py-oracle,backtesting-py-oracle,terrylica,"backtesting.py configuration for SQL oracle validation and range bar pattern backtesting. Use when running backtesting.py against ClickHouse SQL results, configuring Backtest() constructor, handling overlapping trades, multi-position mode, rolling quantile NaN handling, trade sorting, or oracle gate validation. TRIGGERS - backtesting.py, Backtest(), hedging, exclusive_orders, multi-position, overlapping trades, oracle validation, SQL vs Python, trade comparison, entry price mismatch, signal count mismatch, rolling quantile NaN, ExitTime sort, stats._trades, gen600_strategy, champion_strategy, gen300_strategy, barrier setup.",0,"{""database"": ""mention""}"
terrylica--clickhouse-architect,clickhouse-architect,terrylica,"ClickHouse schema design and optimization. TRIGGERS - ClickHouse schema, compression codecs, MergeTree, ORDER BY tuning, partition key.",0,{}
terrylica--data-pipeline-monitoring,data-pipeline-monitoring,terrylica,"Monitor and troubleshoot dual-pipeline data collection systems on GCP. This skill should be used when checking pipeline health, viewing logs, diagnosing failures, or monitoring long-running operations for data collection workflows. Supports Cloud Run Jobs (batch pipelines) and VM systemd services (real-time streams).",0,{}
terrylica--disk-hygiene,disk-hygiene,terrylica,"macOS disk cleanup, cache pruning, stale file detection, and Downloads triage. TRIGGERS - disk space, cleanup, disk usage, stale files, cache clean, brew cleanup, forgotten files, Downloads cleanup, free space, storage, dust, dua, gdu, ncdu.",0,{}
terrylica--distributed-job-safety,distributed-job-safety,terrylica,"Concurrency safety patterns for distributed pueue + mise + systemd-run job pipelines. TRIGGERS - queue pueue jobs, deploy to remote host, concurrent job collisions, checkpoint races, resource guards, cgroup memory limits, systemd-run, autoscale, batch processing safety, job parameter isolation.",0,{}
terrylica--evolutionary-metric-ranking,evolutionary-metric-ranking,terrylica,"Multi-objective evolutionary optimization for per-metric percentile cutoffs and intersection-based config selection. TRIGGERS - ranking optimization, cutoff search, metric intersection, Optuna cutoffs, evolutionary search, percentile ranking, multi-objective ranking, config selection, survivor analysis, binding metrics, Pareto frontier cutoffs.",0,{}
terrylica--full-workflow,full-workflow,terrylica,"Full workflow - record + backup + convert + analyze. TRIGGERS - full workflow, complete recording, end-to-end.",0,{}
terrylica--gmail-access,gmail-access,terrylica,"Access Gmail via CLI with 1Password OAuth. Use when user wants to read emails, search inbox, export messages, create drafts, or mentions gmail access. TRIGGERS - gmail, email, read email, list emails, search inbox, export emails, create draft, draft email, compose email.",0,{}
terrylica--ignore,ignore,terrylica,"Manage global ignore patterns for lint-relative-paths. TRIGGERS - statusline ignore, add ignore pattern, lint ignore, path lint exclude.",0,{}
terrylica--latex-build,latex-build,terrylica,"LaTeX builds with latexmk and live preview. TRIGGERS - latexmk, LaTeX build, live preview, compilation.",0,{}
terrylica--latex-setup,latex-setup,terrylica,"LaTeX environment setup on macOS. TRIGGERS - install LaTeX, MacTeX, Skim viewer, SyncTeX setup.",0,{}
terrylica--latex-tables,latex-tables,terrylica,"LaTeX tables with tabularray package. TRIGGERS - LaTeX table, tabularray, fixed-width columns, table alignment.",0,{}
terrylica--mlflow-python,mlflow-python,terrylica,"MLflow experiment tracking via Python API. TRIGGERS - MLflow metrics, log backtest, experiment tracking, search runs.",0,{}
terrylica--multi-agent-performance-profiling,multi-agent-performance-profiling,terrylica,"Multi-agent performance profiling for pipeline bottlenecks. TRIGGERS - performance profiling, bottleneck analysis, pipeline optimization.",0,{}
terrylica--pandoc-pdf-generation,pandoc-pdf-generation,terrylica,"PDF generation from markdown via Pandoc/XeLaTeX. TRIGGERS - markdown for PDF, print document, pandoc, xelatex, section numbering, table of contents, page breaks.",0,"{""pdf"": ""mention"", ""text"": ""mention""}"
terrylica--pueue-job-orchestration,pueue-job-orchestration,terrylica,"Manage long-running jobs and batch processing with pueue queue orchestration and CLI telemetry. Use whenever the user wants to queue a job, run tasks on bigblack or littleblack, manage long-running processes, do batch processing, set up pueue callbacks or priorities, or needs GPU workstation job management. Also use for cache population tasks that run in the background. Do NOT use for simple foreground shell commands that complete quickly or for job scheduling via cron/launchd.",0,{}
terrylica--research-archival,research-archival,terrylica,"Scrape AI research URLs, archive with frontmatter, create GitHub Issues with identity verification. TRIGGERS - scrape research, archive findings, save ChatGPT share, save Gemini research, research to issue.",0,{}
terrylica--semantic-release,semantic-release,terrylica,"Automate versioning with Node.js semantic-release v25+. TRIGGERS - npm run release, version bump, changelog, conventional commits, release automation.",0,{}
terrylica--session-chronicle,session-chronicle,terrylica,"Session log provenance tracking. TRIGGERS - who created, trace origin, session archaeology, ADR reference.",0,{}
terrylica--start,start,terrylica,"Enable autonomous loop mode for any project. TRIGGERS - ru start, start autonomous, enable loop mode, begin autonomous work.",0,{}
thamacroman--hydra-head,hydra-head,thamacroman,"Hydra Head guidance: setup, keys, peers, lifecycle. Best practices from hydra.family. Use operator skill for execution.",0,{}
thamacroman--hydra-head-operator,hydra-head-operator,thamacroman,"Execute Hydra operations: init, commit, open, close, fanout. Manual invoke only due to L1 state changes.",0,{}
thapaliyabikendra--security-patterns,security-patterns,thapaliyabikendra,"Web application security patterns including STRIDE threat modeling, OWASP Top 10 compliance, ABP authorization, and security audit procedures. Use when: (1) conducting security audits, (2) implementing authentication/authorization, (3) creating threat models, (4) reviewing code for vulnerabilities.",0,{}
the-focus-ai--gsheets,gsheets,the-focus-ai,"This skill should be used when the user asks to ""read spreadsheet"", ""write to sheet"", ""create spreadsheet"", ""list spreadsheets"", ""google sheets"", ""read cells"", ""write cells"", ""append rows"", ""sheet data"", or mentions Google Sheets operations. Provides Google Sheets API integration for reading, writing, and managing spreadsheets.",0,"{""spreadsheet"": ""both""}"
thebeardedbearsas--architecture,architecture,thebeardedbearsas,Architecture React Native - Principes et Organisation. Use when designing architecture or reviewing code structure.,0,{}
thebushidocollective--ameba-integration,ameba-integration,thebushidocollective,"Use when integrating Ameba into development workflows including CI/CD pipelines, pre-commit hooks, GitHub Actions, and automated code review processes.",0,{}
thebushidocollective--apollo-server-patterns,apollo-server-patterns,thebushidocollective,"Use when building GraphQL APIs with Apollo Server requiring resolvers, data sources, schema design, and federation.",0,"{""graph"": ""produce""}"
thebushidocollective--crystal-concurrency,crystal-concurrency,thebushidocollective,"Use when implementing concurrent programming in Crystal using fibers, channels, and parallel execution patterns for high-performance, non-blocking applications.",0,{}
thebushidocollective--crystal-macros,crystal-macros,thebushidocollective,"Use when implementing compile-time metaprogramming in Crystal using macros for code generation, DSLs, compile-time computation, and abstract syntax tree manipulation.",0,{}
thebushidocollective--cucumber-step-definitions,cucumber-step-definitions,thebushidocollective,Writing effective step definitions and organizing test code,0,{}
thebushidocollective--debug,debug,thebushidocollective,Investigate and diagnose issues without necessarily fixing them,0,{}
thebushidocollective--dialyzer-analysis,dialyzer-analysis,thebushidocollective,Use when analyzing and fixing Dialyzer warnings and type discrepancies in Erlang/Elixir code.,0,{}
thebushidocollective--dialyzer-configuration,dialyzer-configuration,thebushidocollective,Use when configuring Dialyzer for Erlang/Elixir type checking and static analysis.,0,{}
thebushidocollective--django-cbv-patterns,django-cbv-patterns,thebushidocollective,"Use when Django Class-Based Views for building modular, reusable views. Use when creating CRUD operations and complex view logic.",0,{}
thebushidocollective--elixir-otp-patterns,elixir-otp-patterns,thebushidocollective,"Use when Elixir OTP patterns including GenServer, Supervisor, Agent, and Task. Use when building concurrent, fault-tolerant Elixir applications.",0,{}
thebushidocollective--erlang-concurrency,erlang-concurrency,thebushidocollective,"Use when erlang's concurrency model including lightweight processes, message passing, process links and monitors, error handling patterns, selective receive, and building massively concurrent systems on the BEAM VM.",0,{}
thebushidocollective--erlang-distribution,erlang-distribution,thebushidocollective,"Use when erlang distributed systems including node connectivity, distributed processes, global name registration, distributed supervision, network partitions, and building fault-tolerant multi-node applications on the BEAM VM.",0,{}
thebushidocollective--erlang-otp-behaviors,erlang-otp-behaviors,thebushidocollective,"Use when oTP behaviors including gen_server for stateful processes, gen_statem for state machines, supervisors for fault tolerance, gen_event for event handling, and building robust, production-ready Erlang applications with proven patterns.",0,{}
thebushidocollective--figma-analyze-frame,figma-analyze-frame,thebushidocollective,"Analyze a Figma frame's structure, properties, and implementation considerations",0,{}
thebushidocollective--fix,fix,thebushidocollective,"Debug and fix bugs, errors, or unexpected behavior",0,{}
thebushidocollective--gleam-actor-model,gleam-actor-model,thebushidocollective,"Use when oTP actor patterns in Gleam including processes, message passing, GenServer implementations, supervisors, fault tolerance, state management, and building concurrent, fault-tolerant applications on the Erlang VM.",0,{}
thebushidocollective--graphql-inspector-diff,graphql-inspector-diff,thebushidocollective,"Use when detecting breaking changes between GraphQL schema versions, comparing schemas across branches, or validating schema migrations.",0,"{""graph"": ""consume""}"
thebushidocollective--graphql-performance,graphql-performance,thebushidocollective,"Use when optimizing GraphQL API performance with query complexity analysis, batching, caching strategies, depth limiting, monitoring, and database optimization.",0,"{""database"": ""mention"", ""graph"": ""mention""}"
thebushidocollective--java-streams-api,java-streams-api,thebushidocollective,Use when Java Streams API for functional-style data processing. Use when processing collections with streams.,0,{}
thebushidocollective--jest-advanced,jest-advanced,thebushidocollective,"Use when advanced Jest features including custom matchers, parameterized tests with test.each, coverage configuration, and performance optimization.",0,{}
thebushidocollective--markdown-syntax-fundamentals,markdown-syntax-fundamentals,thebushidocollective,"Use when writing or editing markdown files. Covers headings, text formatting, lists, links, images, code blocks, and blockquotes.",0,"{""image"": ""mention"", ""text"": ""mention""}"
thebushidocollective--markdownlint-custom-rules,markdownlint-custom-rules,thebushidocollective,"Create custom linting rules for markdownlint including rule structure, parser integration, error reporting, and automatic fixing.",0,"{""text"": ""both""}"
thebushidocollective--maven-build-lifecycle,maven-build-lifecycle,thebushidocollective,"Use when working with Maven build phases, goals, profiles, or customizing the build process for Java projects.",0,{}
thebushidocollective--maven-dependency-management,maven-dependency-management,thebushidocollective,"Use when managing Maven dependencies, resolving dependency conflicts, configuring BOMs, or optimizing dependency trees in Java projects.",0,{}
thebushidocollective--maven-plugin-configuration,maven-plugin-configuration,thebushidocollective,"Use when configuring Maven plugins, setting up common plugins like compiler, surefire, jar, or creating custom plugin executions.",0,{}
thebushidocollective--nextjs-server-components,nextjs-server-components,thebushidocollective,Use when next.js Server Components for optimal performance. Use when building data-intensive Next.js applications.,0,{}
thebushidocollective--nim-metaprogramming,nim-metaprogramming,thebushidocollective,"Use when nim's metaprogramming including macros, templates, compile-time evaluation, AST manipulation, code generation, DSL creation, and leveraging compile-time computation for performance and abstraction in systems programming.",0,{}
thebushidocollective--optimize,optimize,thebushidocollective,"Optimize code for performance, readability, or efficiency",0,{}
thebushidocollective--phoenix-routing,phoenix-routing,thebushidocollective,"Define routes and URL helpers in Phoenix applications including resources, scopes, pipelines, and verified routes",0,{}
thebushidocollective--rails-action-controller-patterns,rails-action-controller-patterns,thebushidocollective,"Use when action Controller patterns including routing, filters, strong parameters, and REST conventions.",0,{}
thebushidocollective--react-native-web-core,react-native-web-core,thebushidocollective,"Use when working with React Native Web projects. Provides core concepts, components, and cross-platform patterns for building web applications with React Native.",0,{}
thebushidocollective--rubocop-configuration,rubocop-configuration,thebushidocollective,"Use when ruboCop configuration including YAML config, departments, inheritance, and customization.",0,"{""yaml"": ""mention""}"
thebushidocollective--rust-async-patterns,rust-async-patterns,thebushidocollective,"Use when Rust async programming with tokio, async/await, and futures. Use when writing asynchronous Rust code.",0,{}
thebushidocollective--rust-error-handling,rust-error-handling,thebushidocollective,"Use when Rust error handling with Result, Option, custom errors, thiserror, and anyhow. Use when handling errors in Rust applications.",0,{}
thebushidocollective--scala-collections,scala-collections,thebushidocollective,"Use when scala collections including immutable/mutable variants, List, Vector, Set, Map operations, collection transformations, lazy evaluation with views, parallel collections, and custom collection builders for efficient data processing.",0,{}
thebushidocollective--scala-functional-patterns,scala-functional-patterns,thebushidocollective,"Use when functional programming patterns in Scala including higher-order functions, immutability, pattern matching, algebraic data types, monads, for-comprehensions, and functional composition for building robust, type-safe applications.",0,{}
thebushidocollective--scala-type-system,scala-type-system,thebushidocollective,"Use when scala's advanced type system including generics, variance, type bounds, implicit conversions, type classes, higher-kinded types, path-dependent types, and abstract type members for building type-safe, flexible APIs.",0,{}
thebushidocollective--solid-principles,solid-principles,thebushidocollective,"Use during implementation when designing modules, functions, and components requiring SOLID principles for maintainable, flexible architecture.",0,{}
thebushidocollective--structural-design-principles,structural-design-principles,thebushidocollective,"Use when designing modules and components requiring Composition Over Inheritance, Law of Demeter, Tell Don't Ask, and Encapsulation principles that transcend programming paradigms.",0,{}
thebushidocollective--syncpack-configuration,syncpack-configuration,thebushidocollective,"Use when setting up or configuring syncpack for a monorepo. Covers configuration files, workspace detection, and custom rule definitions for dependency version management.",0,{}
thebushidocollective--tensorflow-data-pipelines,tensorflow-data-pipelines,thebushidocollective,Create efficient data pipelines with tf.data,0,{}
thebushidocollective--tensorflow-model-deployment,tensorflow-model-deployment,thebushidocollective,Deploy and serve TensorFlow models,0,{}
thebushidocollective--tensorflow-neural-networks,tensorflow-neural-networks,thebushidocollective,Build and train neural networks with TensorFlow,0,{}
thebushidocollective--testng-parallel,testng-parallel,thebushidocollective,"Use when configuring parallel test execution with TestNG including thread pools, suite configuration, and synchronization.",0,{}
thecraighewitt--competitor-alternatives,competitor-alternatives,thecraighewitt,"When the user wants to create competitor comparison or alternative pages for SEO and sales enablement. Also use when the user mentions 'alternative page,' 'vs page,' 'competitor comparison,' 'comparison page,' '[Product] vs [Product],' '[Product] alternative,' or 'competitive landing pages.' Covers four formats: singular alternative, plural alternatives, you vs competitor, and competitor vs competitor. Emphasizes deep research, modular content architecture, and varied section types beyond feature tables.",0,{}
thecraighewitt--launch-strategy,launch-strategy,thecraighewitt,"When the user wants to plan a product launch, feature announcement, or release strategy. Also use when the user mentions 'launch,' 'Product Hunt,' 'feature release,' 'announcement,' 'go-to-market,' 'beta launch,' 'early access,' 'waitlist,' or 'product update.' This skill covers phased launches, channel strategy, and ongoing launch momentum.",0,{}
thecraighewitt--paywall-upgrade-cro,paywall-upgrade-cro,thecraighewitt,"When the user wants to create or optimize in-app paywalls, upgrade screens, upsell modals, or feature gates. Also use when the user mentions ""paywall,"" ""upgrade screen,"" ""upgrade modal,"" ""upsell,"" ""feature gate,"" ""convert free to paid,"" ""freemium conversion,"" ""trial expiration screen,"" ""limit reached screen,"" ""plan upgrade prompt,"" or ""in-app pricing."" Distinct from public pricing pages (see page-cro) — this skill focuses on in-product upgrade moments where the user has already experienced value.",0,{}
thecraighewitt--referral-program,referral-program,thecraighewitt,"When the user wants to create, optimize, or analyze a referral program, affiliate program, or word-of-mouth strategy. Also use when the user mentions 'referral,' 'affiliate,' 'ambassador,' 'word of mouth,' 'viral loop,' 'refer a friend,' or 'partner program.' This skill covers program design, incentive structure, and growth optimization.",0,{}
thedivergentai--godot-3d-materials,godot-3d-materials,thedivergentai,"Expert patterns for Godot 3D PBR materials using StandardMaterial3D including albedo, metallic/roughness workflows, normal maps, ORM texture packing, transparency modes, and shader conversion. Use when creating realistic 3D surfaces, PBR workflows, or material optimization. Trigger keywords: StandardMaterial3D, BaseMaterial3D, albedo_texture, metallic, metallic_texture, roughness, roughness_texture, normal_texture, normal_enabled, orm_texture, transparency, alpha_scissor, alpha_hash, cull_mode, ShaderMaterial, shader parameters.",0,{}
thedivergentai--godot-3d-world-building,godot-3d-world-building,thedivergentai,"Expert patterns for 3D level design using GridMap with MeshLibrary, CSG constructive solid geometry, WorldEnvironment setup, ProceduralSkyMaterial, and volumetric fog. Use when building 3D levels, modular tilesets, BSP-style geometry, or environmental effects. Trigger keywords: GridMap, MeshLibrary, set_cell_item, get_cell_item, map_to_local, local_to_map, CSGCombiner3D, CSGBox3D, CSGSphere3D, CSGPolygon3D, WorldEnvironment, Environment, Sky, ProceduralSkyMaterial, PanoramaSkyMaterial, fog_enabled, volumetric_fog_enabled.",0,{}
thedivergentai--godot-adapt-2d-to-3d,godot-adapt-2d-to-3d,thedivergentai,"Expert patterns for migrating 2D games to 3D including node type conversions, camera systems (third-person, first-person, orbit), physics layer migration, sprite-to-model art pipeline, and control scheme adaptations. Use when porting 2D projects to 3D or adding 3D elements. Trigger keywords: CharacterBody2D to CharacterBody3D, Area2D to Area3D, Camera2D to Camera3D, Vector2 to Vector3, collision_layer migration, sprite to MeshInstance3D, 2D to 3D conversion.",0,{}
thedivergentai--godot-adapt-3d-to-2d,godot-adapt-3d-to-2d,thedivergentai,"Expert patterns for simplifying 3D games to 2D including dimension reduction strategies, camera flattening, physics conversion, 3D-to-sprite art pipeline, and control simplification. Use when porting 3D to 2D, creating 2D versions for mobile, or prototyping. Trigger keywords: CharacterBody3D to CharacterBody2D, Camera3D to Camera2D, Vector3 to Vector2, flatten Z-axis, orthogonal projection, 3D to sprite conversion, performance optimization.",0,{}
thedivergentai--godot-audio-systems,godot-audio-systems,thedivergentai,"Expert patterns for Godot audio including AudioStreamPlayer variants (2D positional, 3D spatial), AudioBus mixing architecture, dynamic effects (reverb, EQ,compression), audio pooling for performance, music transitions (crossfade, bpm-sync), and procedural audio generation. Use for music systems, sound effects, spatial audio, or audio-reactive gameplay. Trigger keywords: AudioStreamPlayer, AudioStreamPlayer2D, AudioStreamPlayer3D, AudioBus, AudioServer, AudioEffect, music_crossfade, audio_pool, positional_audio, reverb, bus_volume.",0,"{""audio"": ""mention""}"
thedivergentai--godot-camera-systems,godot-camera-systems,thedivergentai,"Expert patterns for 2D/3D camera control including smooth following (lerp, position_smoothing), camera shake (trauma system), screen shake with frequency parameters, deadzone/drag for platformers, look-ahead prediction, and camera transitions. Use for player cameras, cinematic sequences, or multi-camera systems. Trigger keywords: Camera2D, Camera3D, SpringArm3D, position_smoothing, camera_shake, trauma_system, look_ahead, drag_margin, camera_limits, camera_transition.",0,{}
thedivergentai--godot-dialogue-system,godot-dialogue-system,thedivergentai,"Expert patterns for branching dialogue systems including dialogue graphs (Resource-based), character portraits, player choices, conditional dialogue (flags/quests), typewriter effects, localization support, and voice acting integration. Use for narrative games, RPGs, or visual novels. Trigger keywords: DialogueLine, DialogueChoice, DialogueGraph, dialogue_manager, typewriter_effect, branching_dialogue, dialogue_flags, localization, voice_acting.",0,"{""graph"": ""produce""}"
thedivergentai--godot-genre-metroidvania,godot-genre-metroidvania,thedivergentai,"Expert blueprint for Metroidvanias including ability-gated exploration (locks/keys), interconnected world design (backtracking with shortcuts), persistent state tracking (collectibles, boss defeats), room transitions (seamless loading), map systems (grid-based revelation), and ability versatility (combat + traversal). Use for exploration platformers or action-adventure games. Trigger keywords: metroidvania, ability_gating, interconnected_world, backtracking, map_system, persistent_state, room_transition, soft_locks.",0,{}
thedivergentai--godot-genre-simulation,godot-genre-simulation,thedivergentai,"Expert blueprint for simulation and tycoon games (SimCity, RollerCoaster Tycoon, Factorio, Two Point Hospital) covering economy management, time progression, interconnected systems, NPC simulation, and feedback loops. Use when building management sims, tycoon games, city builders, or resource optimization games. Keywords tycoon, economy system, resource management, time scale, feedback loop, progression unlock, simulation tick.",0,{}
thedivergentai--godot-genre-tower-defense,godot-genre-tower-defense,thedivergentai,"Expert blueprint for tower defense games (Bloons TD, Kingdom Rush, Fieldrunners) covering wave management, tower targeting logic, path algorithms, economy balance, and mazing mechanics. Use when building TD, lane defense, or tower placement strategy games. Keywords tower defense, wave spawner, pathfinding, targeting priority, mazing, NavigationServer baking.",0,"{""audio"": ""produce""}"
thedivergentai--godot-particles,godot-particles,thedivergentai,"Expert blueprint for GPU particle systems (explosions, magic effects, weather, trails) using GPUParticles2D/3D, ParticleProcessMaterial, gradients, sub-emitters, and custom shaders. Use when creating VFX, environmental effects, or visual feedback. Keywords GPUParticles2D, ParticleProcessMaterial, emission_shape, color_ramp, sub_emitter, one_shot.",0,{}
thedivergentai--godot-performance-optimization,godot-performance-optimization,thedivergentai,"Expert blueprint for performance profiling and optimization (frame drops, memory leaks, draw calls) using Godot Profiler, object pooling, visibility culling, and bottleneck identification. Use when diagnosing lag, optimizing for target FPS, or reducing memory usage. Keywords profiling, Godot Profiler, bottleneck, object pooling, VisibleOnScreenNotifier, draw calls, MultiMesh.",0,{}
thedivergentai--godot-physics-3d,godot-physics-3d,thedivergentai,"Expert patterns for Godot 3D physics (Jolt/PhysX), including Ragdolls, PhysicalBones, Joint3D constraints, RayCasting optimizations, and collision layers. Use for rigid body simulations, character physics, or complex interactions. Trigger keywords: RigidBody3D, PhysicalBone3D, Jolt, Ragdoll, Skeleton3D, Joint3D, PinJoint3D, HingeJoint3D, Generic6DOFJoint3D, RayCast3D, PhysicsDirectSpaceState3D.",0,{}
thedivergentai--godot-procedural-generation,godot-procedural-generation,thedivergentai,"Expert blueprint for procedural content generation (dungeons, terrain, loot, levels) using FastNoiseLite, random walks, BSP trees, Wave Function Collapse, and seeded randomization. Use when creating roguelikes, sandbox games, or dynamic content. Keywords procedural, generation, FastNoiseLite, Perlin noise, BSP, drunkard walk, Wave Function Collapse, seeding.",0,"{""audio"": ""mention""}"
