task,retriever,distractor_type,pool_size,actual_pool_size,repeat,gold_count,fallback_distractors,hard_negative_purity,top1_accuracy,hit@3,hit@5,hit@10,recall@3,recall@5,recall@10,mrr@10,ndcg@10,first_gold_rank@10
mario-coin-counting,bm25_full_skill,embedding_semantic_near,100,100,1,3,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.14285714285714285,0.15642624200758548,7
mars-clouds-clustering,bm25_full_skill,embedding_semantic_near,100,100,1,3,0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7039180890341347,1
mhc-layer-impl,bm25_full_skill,embedding_semantic_near,100,100,1,3,0,1.0,0.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,0.49818925746641285,2
multilingual-video-dubbing,bm25_full_skill,embedding_semantic_near,100,100,1,6,0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,1.0,0.3026024134988135,1
offer-letter-generator,bm25_full_skill,embedding_semantic_near,100,100,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
organize-messy-files,bm25_full_skill,embedding_semantic_near,100,100,1,5,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
paper-anonymizer,bm25_full_skill,embedding_semantic_near,100,100,1,2,0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
parallel-tfidf-search,bm25_full_skill,embedding_semantic_near,100,100,1,3,0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644,1
pddl-tpp-planning,bm25_full_skill,embedding_semantic_near,100,100,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
pdf-excel-diff,bm25_full_skill,embedding_semantic_near,100,100,1,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
pedestrian-traffic-counting,bm25_full_skill,embedding_semantic_near,100,100,1,4,0,1.0,1.0,1.0,1.0,1.0,0.25,0.5,0.5,1.0,0.5413996682199069,1
pg-essay-to-audiobook,bm25_full_skill,embedding_semantic_near,100,100,1,4,0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,1.0,0.3903800499921017,1
powerlifting-coef-calc,bm25_full_skill,embedding_semantic_near,100,100,1,3,0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644,1
pptx-reference-formatting,bm25_full_skill,embedding_semantic_near,100,100,1,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.14285714285714285,0.3333333333333333,7
protein-expression-analysis,bm25_full_skill,embedding_semantic_near,100,100,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
python-scala-translation,bm25_full_skill,embedding_semantic_near,100,100,1,6,0,1.0,1.0,1.0,1.0,1.0,0.5,0.8333333333333334,1.0,1.0,1.0000000000000002,1
quantum-numerical-simulation,bm25_full_skill,embedding_semantic_near,100,100,1,1,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,2
r2r-mpc-control,bm25_full_skill,embedding_semantic_near,100,100,1,4,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
react-performance-debugging,bm25_full_skill,embedding_semantic_near,100,100,1,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
reserves-at-risk-calc,bm25_full_skill,embedding_semantic_near,100,100,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
sales-pivot-analysis,bm25_full_skill,embedding_semantic_near,100,100,1,2,0,1.0,0.0,0.0,1.0,1.0,0.0,0.5,0.5,0.2,0.23719771276929622,5
scheduling-email-assistant,bm25_full_skill,embedding_semantic_near,100,100,1,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
sec-financial-report,bm25_full_skill,embedding_semantic_near,100,100,1,2,0,1.0,0.0,0.0,1.0,1.0,0.0,0.5,1.0,0.2,0.45560514958746035,5
seismic-phase-picking,bm25_full_skill,embedding_semantic_near,100,100,1,4,0,1.0,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
setup-fuzzing-py,bm25_full_skill,embedding_semantic_near,100,100,1,3,0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
shock-analysis-demand,bm25_full_skill,embedding_semantic_near,100,100,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
shock-analysis-supply,bm25_full_skill,embedding_semantic_near,100,100,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
simpo-code-reproduction,bm25_full_skill,embedding_semantic_near,100,100,1,2,0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
software-dependency-audit,bm25_full_skill,embedding_semantic_near,100,100,1,3,0,1.0,0.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.4441228664487979,2
speaker-diarization-subtitles,bm25_full_skill,embedding_semantic_near,100,100,1,4,0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,1.0,0.3903800499921017,1
spring-boot-jakarta-migration,bm25_full_skill,embedding_semantic_near,100,100,1,5,0,1.0,1.0,1.0,1.0,1.0,0.4,0.8,0.8,1.0,0.830419897363192,1
suricata-custom-exfil,bm25_full_skill,embedding_semantic_near,100,100,1,3,0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
syzkaller-ppdev-syzlang,bm25_full_skill,embedding_semantic_near,100,100,1,3,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
taxonomy-tree-merge,bm25_full_skill,embedding_semantic_near,100,100,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
threejs-structure-parser,bm25_full_skill,embedding_semantic_near,100,100,1,2,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
threejs-to-obj,bm25_full_skill,embedding_semantic_near,100,100,1,2,0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
travel-planning,bm25_full_skill,embedding_semantic_near,100,100,1,6,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.16666666666666666,0.14285714285714285,0.10086747116627115,7
trend-anomaly-causal-inference,bm25_full_skill,embedding_semantic_near,100,100,1,4,0,1.0,0.0,1.0,1.0,1.0,0.25,0.5,0.75,0.5,0.5204732013389002,2
video-filler-word-remover,bm25_full_skill,embedding_semantic_near,100,100,1,3,0,1.0,0.0,0.0,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.25,0.20210734650054757,4
video-silence-remover,bm25_full_skill,embedding_semantic_near,100,100,1,7,0,1.0,0.0,1.0,1.0,1.0,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.5,0.27134058233820724,2
video-tutorial-indexer,bm25_full_skill,embedding_semantic_near,100,100,1,1,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.25,0.43067655807339306,4
virtualhome-agent-planning,bm25_full_skill,embedding_semantic_near,100,100,1,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
weighted-gdp-calc,bm25_full_skill,embedding_semantic_near,100,100,1,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xlsx-recover-data,bm25_full_skill,embedding_semantic_near,100,100,1,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3d-scan-calc,bm25_full_skill,embedding_semantic_near,100,100,2,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
adaptive-cruise-control,bm25_full_skill,embedding_semantic_near,100,100,2,5,0,1.0,1.0,1.0,1.0,1.0,0.4,0.4,0.6,1.0,0.6067795937417813,1
azure-bgp-oscillation-route-leak,bm25_full_skill,embedding_semantic_near,100,100,2,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
citation-check,bm25_full_skill,embedding_semantic_near,100,100,2,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.16666666666666666,0.3562071871080222,6
civ6-adjacency-optimizer,bm25_full_skill,embedding_semantic_near,100,100,2,4,0,1.0,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
court-form-filling,bm25_full_skill,embedding_semantic_near,100,100,2,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
crystallographic-wyckoff-position-analysis,bm25_full_skill,embedding_semantic_near,100,100,2,2,0,1.0,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.38685280723454163,2
dapt-intrusion-detection,bm25_full_skill,embedding_semantic_near,100,100,2,2,0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,0.7977228895450266,1
data-to-d3,bm25_full_skill,embedding_semantic_near,100,100,2,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
dialogue-parser,bm25_full_skill,embedding_semantic_near,100,100,2,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
dynamic-object-aware-egomotion,bm25_full_skill,embedding_semantic_near,100,100,2,4,0,1.0,1.0,1.0,1.0,1.0,0.25,0.5,0.5,1.0,0.5585075862632192,1
earthquake-phase-association,bm25_full_skill,embedding_semantic_near,100,100,2,4,0,1.0,1.0,1.0,1.0,1.0,0.75,0.75,1.0,1.0,0.9619991470595832,1
earthquake-plate-calculation,bm25_full_skill,embedding_semantic_near,100,100,2,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
econ-detrending-correlation,bm25_full_skill,embedding_semantic_near,100,100,2,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
energy-ac-optimal-power-flow,bm25_full_skill,embedding_semantic_near,100,100,2,3,0,1.0,0.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,0.5430667908374095,3
energy-market-pricing,bm25_full_skill,embedding_semantic_near,100,100,2,4,0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1
enterprise-information-search,bm25_full_skill,embedding_semantic_near,100,100,2,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
exceltable-in-ppt,bm25_full_skill,embedding_semantic_near,100,100,2,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
exoplanet-detection-period,bm25_full_skill,embedding_semantic_near,100,100,2,5,0,1.0,1.0,1.0,1.0,1.0,0.6,1.0,1.0,1.0,1.0,1
financial-modeling-qa,bm25_full_skill,embedding_semantic_near,100,100,2,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
find-topk-similiar-chemicals,bm25_full_skill,embedding_semantic_near,100,100,2,3,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.14285714285714285,0.15642624200758548,7
fix-build-agentops,bm25_full_skill,embedding_semantic_near,100,100,2,4,0,1.0,0.0,1.0,1.0,1.0,0.25,0.25,0.25,0.3333333333333333,0.19519002499605084,3
fix-build-google-auto,bm25_full_skill,embedding_semantic_near,100,100,2,3,0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,0.6105456988825855,1
fix-druid-loophole-cve,bm25_full_skill,embedding_semantic_near,100,100,2,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
fix-erlang-ssh-cve,bm25_full_skill,embedding_semantic_near,100,100,2,6,0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.6666666666666666,1.0,0.7456919575934262,1
fix-visual-stability,bm25_full_skill,embedding_semantic_near,100,100,2,3,0,1.0,0.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.370291336443826,3
flink-query,bm25_full_skill,embedding_semantic_near,100,100,2,2,0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
flood-risk-analysis,bm25_full_skill,embedding_semantic_near,100,100,2,3,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
gh-repo-analytics,bm25_full_skill,embedding_semantic_near,100,100,2,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
glm-lake-mendota,bm25_full_skill,embedding_semantic_near,100,100,2,3,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
gravitational-wave-detection,bm25_full_skill,embedding_semantic_near,100,100,2,2,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
grid-dispatch-operator,bm25_full_skill,embedding_semantic_near,100,100,2,3,0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.8710785440003369,1
hvac-control,bm25_full_skill,embedding_semantic_near,100,100,2,5,0,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.4,1.0,0.4412576003965278,1
invoice-fraud-detection,bm25_full_skill,embedding_semantic_near,100,100,2,3,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
jax-computing-basics,bm25_full_skill,embedding_semantic_near,100,100,2,1,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.25,0.43067655807339306,4
jpg-ocr-stat,bm25_full_skill,embedding_semantic_near,100,100,2,5,0,1.0,1.0,1.0,1.0,1.0,0.2,0.2,0.2,1.0,0.3391602052736161,1
lab-unit-harmonization,bm25_full_skill,embedding_semantic_near,100,100,2,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
lake-warming-attribution,bm25_full_skill,embedding_semantic_near,100,100,2,4,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.25,0.16666666666666666,0.13905617951077562,6
latex-formula-extraction,bm25_full_skill,embedding_semantic_near,100,100,2,2,0,1.0,0.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.38685280723454163,2
lean4-proof,bm25_full_skill,embedding_semantic_near,100,100,2,2,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9197207891481876,1
manufacturing-codebook-normalization,bm25_full_skill,embedding_semantic_near,100,100,2,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
manufacturing-equipment-maintenance,bm25_full_skill,embedding_semantic_near,100,100,2,2,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
manufacturing-fjsp-optimization,bm25_full_skill,embedding_semantic_near,100,100,2,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.16666666666666666,0.3562071871080222,6
mario-coin-counting,bm25_full_skill,embedding_semantic_near,100,100,2,3,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.14285714285714285,0.15642624200758548,7
mars-clouds-clustering,bm25_full_skill,embedding_semantic_near,100,100,2,3,0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7039180890341347,1
mhc-layer-impl,bm25_full_skill,embedding_semantic_near,100,100,2,3,0,1.0,0.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.5,0.49818925746641285,2
multilingual-video-dubbing,bm25_full_skill,embedding_semantic_near,100,100,2,6,0,1.0,1.0,1.0,1.0,1.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,1.0,0.3026024134988135,1
offer-letter-generator,bm25_full_skill,embedding_semantic_near,100,100,2,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
organize-messy-files,bm25_full_skill,embedding_semantic_near,100,100,2,5,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
paper-anonymizer,bm25_full_skill,embedding_semantic_near,100,100,2,2,0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
parallel-tfidf-search,bm25_full_skill,embedding_semantic_near,100,100,2,3,0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644,1
pddl-tpp-planning,bm25_full_skill,embedding_semantic_near,100,100,2,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
pdf-excel-diff,bm25_full_skill,embedding_semantic_near,100,100,2,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
pedestrian-traffic-counting,bm25_full_skill,embedding_semantic_near,100,100,2,4,0,1.0,1.0,1.0,1.0,1.0,0.25,0.5,0.5,1.0,0.5413996682199069,1
pg-essay-to-audiobook,bm25_full_skill,embedding_semantic_near,100,100,2,4,0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,1.0,0.3903800499921017,1
powerlifting-coef-calc,bm25_full_skill,embedding_semantic_near,100,100,2,3,0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.46927872602275644,1
pptx-reference-formatting,bm25_full_skill,embedding_semantic_near,100,100,2,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.14285714285714285,0.3333333333333333,7
protein-expression-analysis,bm25_full_skill,embedding_semantic_near,100,100,2,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
python-scala-translation,bm25_full_skill,embedding_semantic_near,100,100,2,6,0,1.0,1.0,1.0,1.0,1.0,0.5,0.8333333333333334,1.0,1.0,1.0000000000000002,1
quantum-numerical-simulation,bm25_full_skill,embedding_semantic_near,100,100,2,1,0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6309297535714575,2
r2r-mpc-control,bm25_full_skill,embedding_semantic_near,100,100,2,4,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
react-performance-debugging,bm25_full_skill,embedding_semantic_near,100,100,2,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
reserves-at-risk-calc,bm25_full_skill,embedding_semantic_near,100,100,2,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
sales-pivot-analysis,bm25_full_skill,embedding_semantic_near,100,100,2,2,0,1.0,0.0,0.0,1.0,1.0,0.0,0.5,0.5,0.2,0.23719771276929622,5
scheduling-email-assistant,bm25_full_skill,embedding_semantic_near,100,100,2,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
sec-financial-report,bm25_full_skill,embedding_semantic_near,100,100,2,2,0,1.0,0.0,0.0,1.0,1.0,0.0,0.5,1.0,0.2,0.45560514958746035,5
seismic-phase-picking,bm25_full_skill,embedding_semantic_near,100,100,2,4,0,1.0,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
setup-fuzzing-py,bm25_full_skill,embedding_semantic_near,100,100,2,3,0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
shock-analysis-demand,bm25_full_skill,embedding_semantic_near,100,100,2,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
shock-analysis-supply,bm25_full_skill,embedding_semantic_near,100,100,2,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
simpo-code-reproduction,bm25_full_skill,embedding_semantic_near,100,100,2,2,0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
software-dependency-audit,bm25_full_skill,embedding_semantic_near,100,100,2,3,0,1.0,0.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.5,0.4441228664487979,2
speaker-diarization-subtitles,bm25_full_skill,embedding_semantic_near,100,100,2,4,0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,1.0,0.3903800499921017,1
spring-boot-jakarta-migration,bm25_full_skill,embedding_semantic_near,100,100,2,5,0,1.0,1.0,1.0,1.0,1.0,0.4,0.8,0.8,1.0,0.830419897363192,1
suricata-custom-exfil,bm25_full_skill,embedding_semantic_near,100,100,2,3,0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
syzkaller-ppdev-syzlang,bm25_full_skill,embedding_semantic_near,100,100,2,3,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
taxonomy-tree-merge,bm25_full_skill,embedding_semantic_near,100,100,2,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
threejs-structure-parser,bm25_full_skill,embedding_semantic_near,100,100,2,2,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
threejs-to-obj,bm25_full_skill,embedding_semantic_near,100,100,2,2,0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
travel-planning,bm25_full_skill,embedding_semantic_near,100,100,2,6,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.16666666666666666,0.14285714285714285,0.10086747116627115,7
trend-anomaly-causal-inference,bm25_full_skill,embedding_semantic_near,100,100,2,4,0,1.0,0.0,1.0,1.0,1.0,0.25,0.5,0.75,0.5,0.5204732013389002,2
video-filler-word-remover,bm25_full_skill,embedding_semantic_near,100,100,2,3,0,1.0,0.0,0.0,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.25,0.20210734650054757,4
video-silence-remover,bm25_full_skill,embedding_semantic_near,100,100,2,7,0,1.0,0.0,1.0,1.0,1.0,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.5,0.27134058233820724,2
video-tutorial-indexer,bm25_full_skill,embedding_semantic_near,100,100,2,1,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.25,0.43067655807339306,4
virtualhome-agent-planning,bm25_full_skill,embedding_semantic_near,100,100,2,1,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
weighted-gdp-calc,bm25_full_skill,embedding_semantic_near,100,100,2,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
xlsx-recover-data,bm25_full_skill,embedding_semantic_near,100,100,2,2,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3d-scan-calc,tfidf_full_skill,random,1000,1000,0,1,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
adaptive-cruise-control,tfidf_full_skill,random,1000,1000,0,5,0,0.0,1.0,1.0,1.0,1.0,0.2,0.4,0.6,1.0,0.5724626779088695,1
azure-bgp-oscillation-route-leak,tfidf_full_skill,random,1000,1000,0,1,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
citation-check,tfidf_full_skill,random,1000,1000,0,1,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
civ6-adjacency-optimizer,tfidf_full_skill,random,1000,1000,0,4,0,0.0,1.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.8318724637288826,1
court-form-filling,tfidf_full_skill,random,1000,1000,0,1,0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.25,0.43067655807339306,4
crystallographic-wyckoff-position-analysis,tfidf_full_skill,random,1000,1000,0,2,0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
dapt-intrusion-detection,tfidf_full_skill,random,1000,1000,0,2,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
data-to-d3,tfidf_full_skill,random,1000,1000,0,1,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
dialogue-parser,tfidf_full_skill,random,1000,1000,0,1,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
dynamic-object-aware-egomotion,tfidf_full_skill,random,1000,1000,0,4,0,0.0,0.0,0.0,1.0,1.0,0.0,0.25,0.5,0.2,0.2811463015585058,5
earthquake-phase-association,tfidf_full_skill,random,1000,1000,0,4,0,0.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1
earthquake-plate-calculation,tfidf_full_skill,random,1000,1000,0,1,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
econ-detrending-correlation,tfidf_full_skill,random,1000,1000,0,1,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
energy-ac-optimal-power-flow,tfidf_full_skill,random,1000,1000,0,3,0,0.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,1.0,0.9134015924715543,1
energy-market-pricing,tfidf_full_skill,random,1000,1000,0,4,0,0.0,1.0,1.0,1.0,1.0,0.75,0.75,1.0,1.0,0.9709286432396583,1
enterprise-information-search,tfidf_full_skill,random,1000,1000,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
exceltable-in-ppt,tfidf_full_skill,random,1000,1000,0,2,0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.8772153153380493,1
exoplanet-detection-period,tfidf_full_skill,random,1000,1000,0,5,0,0.0,1.0,1.0,1.0,1.0,0.6,1.0,1.0,1.0,1.0,1
financial-modeling-qa,tfidf_full_skill,random,1000,1000,0,2,0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.3333333333333333,0.5706417189553201,3
find-topk-similiar-chemicals,tfidf_full_skill,random,1000,1000,0,3,0,0.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
fix-build-agentops,tfidf_full_skill,random,1000,1000,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
fix-build-google-auto,tfidf_full_skill,random,1000,1000,0,3,0,0.0,0.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5,0.5307212739772434,2
fix-druid-loophole-cve,tfidf_full_skill,random,1000,1000,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
fix-erlang-ssh-cve,tfidf_full_skill,random,1000,1000,0,6,0,0.0,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,0.6666666666666666,1.0,0.7751482523375256,1
fix-visual-stability,tfidf_full_skill,random,1000,1000,0,3,0,0.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.7653606369886217,1
flink-query,tfidf_full_skill,random,1000,1000,0,2,0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.6131471927654584,1
flood-risk-analysis,tfidf_full_skill,random,1000,1000,0,3,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
